po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code
111020,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),1CPT,Carpet Tile,2511.6,SQYD,2650,Carpet_Tile_1CPT_SQYD
111611,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-014,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,26.67,SQYD,30.02,Carpet_Tile_1CPT_SQYD
112109,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,79.99,SQYD,96.26,Carpet_Tile_1CPT_SQYD
112126,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-009,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,80,SQYD,82.54,Carpet_Tile_1CPT_SQYD
112159,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,202.67,SQYD,286.09,Carpet_Tile_1CPT_SQYD
112173,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200940-010,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,62.22,SQYD,541.11,Carpet_Tile_1CPT_SQYD
112173,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205933-006,Shaw Contract Suspend (5T391) Multi Level Pattern Loop 36.00in x 9.00in - Path (88555),1CPT,Carpet Tile,320,SQYD,541.11,Carpet_Tile_1CPT_SQYD
112173,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200940-010,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,17.78,SQYD,541.11,Carpet_Tile_1CPT_SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,159.99,SQYD,984.86,Carpet_Tile_1CPT_SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,96.03,SQYD,984.86,Carpet_Tile_1CPT_SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,160,SQYD,984.86,Carpet_Tile_1CPT_SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,159.99,SQYD,984.86,Carpet_Tile_1CPT_SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,159.99,SQYD,984.86,Carpet_Tile_1CPT_SQYD
113039,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",173809-004,Shaw Patcraft Vim (I0301) Level Loop 24in x 24in - Spectrum (00431),1CPT,Carpet Tile,16,SQYD,100.23,Carpet_Tile_1CPT_SQYD
113305,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",191437-003,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Cool Polished Cement (A00302),1CPT,Carpet Tile,941.85,SQFT,250.94,Carpet_Tile_1CPT_SQFT
113401,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,101928,VAN GELDER INC,1000026809,Charles Van Gelder Dominator Non Woven Diagonal Ribbed 19.69in x 19.69in - Mid Grey (112),1CPT,Carpet Tile,422.5,SQFT,166.84,Carpet_Tile_1CPT_SQFT
113651,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",200286-002,Mannington Charge Textured Patterned Loop 18in x 36in - Fluid (32367),1CPT,Carpet Tile,16,SQYD,216.96,Carpet_Tile_1CPT_SQYD
113662,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,193019-007,Mohawk Lichen Micro Bloom (GT397) Tufted Textured Pattern Loop 12in x 36in - Felt Finish (975),1CPT,Carpet Tile,55.92,SQYD,204.26,Carpet_Tile_1CPT_SQYD
113662,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,193020-007,Mohawk Lichen Macro Bloom (GT388) Tufted Textured Pattern Loop 12in x 36in - Felt Finish (975),1CPT,Carpet Tile,9.32,SQYD,204.26,Carpet_Tile_1CPT_SQYD
113662,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000028538,"MOHAWK GROUP\LICHEN COMMUNITY\STONE COMMUNITY\12""X36""\COLOR 949 STONE\ECOFLEX ONE BACKING",1CPT,Carpet Tile,23.3,SQYD,204.26,Carpet_Tile_1CPT_SQYD
114638,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",1000007328,Interface-Mantle Rock (131150AK00) 9.845 in x 39.38 in x 0.103 in -GlasBac-Taupe Stone (107282),1CPT,Carpet Tile,23.92,SQYD,83.93,Carpet_Tile_1CPT_SQYD
114665,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-020,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Passport (75597),1CPT,Carpet Tile,159.99,SQYD,465.48,Carpet_Tile_1CPT_SQYD
114665,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-020,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Passport (75597),1CPT,Carpet Tile,186.46,SQYD,465.48,Carpet_Tile_1CPT_SQYD
114960,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",200044-035,Interface Cubic (1380102500) Tufted Texture Loop 19.69in x 19.69in - Zenith (106072),1CPT,Carpet Tile,113.62,SQYD,156,Carpet_Tile_1CPT_SQYD
115221,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196609-003,Shaw Patcraft Instinct (I0501) Multi Level Pattern Loop 24in x 24in - Echo (00585),1CPT,Carpet Tile,177.6,SQYD,184.05,Carpet_Tile_1CPT_SQYD
115328,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",198004-003,Interface turally Weathered (39400AK00) Tufted Patterned Loop 25cm x 1m - Greystone (106021),1CPT,Carpet Tile,47.84,SQYD,132.21,Carpet_Tile_1CPT_SQYD
115387,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,102775,"Interface Americas, Inc.",184731-005,Interface CT112 (123770AK00) Tufted Cut & Loop 25cm x 1m - Steel (104352),1CPT,Carpet Tile,53.82,SQYD,132.21,Carpet_Tile_1CPT_SQYD
115584,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,184652-020,Milliken Color Field Tufted Texture Loop 25cm x 1m - DRY DOCK (COL126-5),1CPT,Carpet Tile,64.88,SQYD,151.38,Carpet_Tile_1CPT_SQYD
115584,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,184652-055,Milliken Color Field Tufted Texture Loop 25cm x 1m - FELT GREY (COL5),1CPT,Carpet Tile,44.25,SQYD,151.38,Carpet_Tile_1CPT_SQYD
115664,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",185342-009,Shaw Patcraft Orbital (I0379) Multi Level Pattern Loop 24in x 24in - Flying Saucer (00570),1CPT,Carpet Tile,58.63,SQYD,83.88,Carpet_Tile_1CPT_SQYD
116018,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",209672-008,Shaw Contract Balcony Tile (5T389) Multi Level Pattern Loop 24in x 24in - Calm (88595),1CPT,Carpet Tile,362.66,SQYD,519.46,Carpet_Tile_1CPT_SQYD
116025,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,138.66,SQYD,198.62,Carpet_Tile_1CPT_SQYD
116025,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,0.01,SQYD,198.62,Carpet_Tile_1CPT_SQYD
116035,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",209672-008,Shaw Contract Balcony Tile (5T389) Multi Level Pattern Loop 24in x 24in - Calm (88595),1CPT,Carpet Tile,282.66,SQYD,404.87,Carpet_Tile_1CPT_SQYD
116311,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175397-006,Shaw Tile Embark Tile (5T040) Full Repeat 24in x 24in - Myth (37505),1CPT,Carpet Tile,64,SQYD,165.53,Carpet_Tile_1CPT_SQYD
116616,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191438-001,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Stellar (08505),1CPT,Carpet Tile,471.08,SQYD,557.48,Carpet_Tile_1CPT_SQYD
116807,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-002,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Black (07505),1CPT,Carpet Tile,185,SQYD,263.57,Carpet_Tile_1CPT_SQYD
117554,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,107768,Milliken & Company,1000027209,MILLIKEN\FREE FLOW FOUNDATION\BRUSH FDN13\50CMX50CM- WELLBAC COMFORT,1CPT,Carpet Tile,35.28,SQYD,97.54,Carpet_Tile_1CPT_SQYD
117603,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,182499-012,Mohawk Streetscapes EcoFlex ICT (GT308) Patterned Tip Sheared 24in x 24in - Sharp (949),1CPT,Carpet Tile,288,SQYD,403.68,Carpet_Tile_1CPT_SQYD
117603,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,182499-012,Mohawk Streetscapes EcoFlex ICT (GT308) Patterned Tip Sheared 24in x 24in - Sharp (949),1CPT,Carpet Tile,176,SQYD,403.68,Carpet_Tile_1CPT_SQYD
117809,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",204461-005,Interface Classic Seven Tufted 19.69in x 19.69in - Midtown (106096),1CPT,Carpet Tile,53.82,SQYD,132.21,Carpet_Tile_1CPT_SQYD
117907,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191440-003,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Nocturne (08557),1CPT,Carpet Tile,150.96,SQYD,155.9,Carpet_Tile_1CPT_SQYD
117968,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000008896,Shaw Contract Face to Face Tile / 5T405 Synthetic/Ecoworx 18in x 36in Listen (05100),1CPT,Carpet Tile,200,SQYD,764.5,Carpet_Tile_1CPT_SQYD
118317,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175713-005,Shaw Contract Portal Tile Eco (5T035) Undefined 24in x 24in - Sterling (34557),1CPT,Carpet Tile,69.32,SQYD,93.91,Carpet_Tile_1CPT_SQYD
118329,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",211311-001,Shaw Patcraft Outlook (I0610) Multi Level Pattern Loop 24in x 24in - Reminisce (00150),1CPT,Carpet Tile,177.78,SQYD,216.36,Carpet_Tile_1CPT_SQYD
118334,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000027298,Shaw Cultura Casa Tile (5T525) Ecoworx Tile 18 in x 36 in - Agava (25535),1CPT,Carpet Tile,125,SQYD,176.87,Carpet_Tile_1CPT_SQYD
118493,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000027327,SHAW\SURROUND STRATAWOR\ SPACE WORX -5T421\COLOR-STORM CLOUD 17597,1CPT,Carpet Tile,195.58,SQYD,201.76,Carpet_Tile_1CPT_SQYD
118505,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,1000027381,J&J Flooring Assent (6095) PremierBac Plus 12ft. - Key (2723),1CPT,Carpet Tile,133,SQYD,140.19,Carpet_Tile_1CPT_SQYD
118753,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",215555-003,Interface Rock Springs (131160AK00) tufted Textured Loop 9.845in x 39.38in - Lead Gneiss (107292),1CPT,Carpet Tile,23.92,SQYD,139.2,Carpet_Tile_1CPT_SQYD
118753,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",188347-017,Interface WE153 (125000AK00) Tufted Cut & Loop 25cm x 1m - Granite (106283),1CPT,Carpet Tile,11.96,SQYD,139.2,Carpet_Tile_1CPT_SQYD
118753,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",215555-001,Interface Rock Springs (131160AK00) tufted Textured Loop 9.845in x 39.38in - Taupe Gneiss (107290),1CPT,Carpet Tile,65.78,SQYD,139.2,Carpet_Tile_1CPT_SQYD
119725,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",1000027618,Prickly as a Pear Colorline GlasBac Tufted Textured Loop 25cm x 1m - Yucca (107423),1CPT,Carpet Tile,65.78,SQYD,559.1,Carpet_Tile_1CPT_SQYD
119886,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000027538,Patcraft Maker (I0669) 18in x 36in Ecoworx - Balance (00530),1CPT,Carpet Tile,925,SQYD,2492.15,Carpet_Tile_1CPT_SQYD
119886,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000027536,Patcraft Visionary (I0670) 18in x 36in Ecoworx - Balance (00530),1CPT,Carpet Tile,570,SQYD,2492.15,Carpet_Tile_1CPT_SQYD
120141,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,102.86,SQYD,137.48,Carpet_Tile_1CPT_SQYD
120305,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",210554-005,Interface Open Air 418 (147520250G) Tufted Texture Loop 50cm x 50cm - Natural (107043),1CPT,Carpet Tile,1064.44,SQYD,702.78,Carpet_Tile_1CPT_SQYD
120320,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",163592-012,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Flutter (75761),1CPT,Carpet Tile,170.56,SQYD,241.49,Carpet_Tile_1CPT_SQYD
120388,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000016279,TARKETT\04837 ASSERTIVE ACTION\26217 Fusion\ETHOS Backing\24x24,1CPT,Carpet Tile,20,SQYD,130.5,Carpet_Tile_1CPT_SQYD
120431,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000027778,Shaw Patcraft Graphic Arc (I0597) 18in x 36in Non-woven Synthetic - Angle (00850),1CPT,Carpet Tile,75,SQYD,106.12,Carpet_Tile_1CPT_SQYD
120748,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000027804,Shaw Contract\ NO Rules\ Vast Tile 5T009\Color 09330 Surround-24in X 24in,1CPT,Carpet Tile,117.33,SQYD,323.88,Carpet_Tile_1CPT_SQYD
120898,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-005,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Quartz (00500),1CPT,Carpet Tile,506.66,SQYD,691.37,Carpet_Tile_1CPT_SQYD
121263,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204991-005,Shaw Contract Correspond (5T353) Multi Level Pattern Loop 24in x 24in - Fuse (52515),1CPT,Carpet Tile,364.42,SQYD,476.06,Carpet_Tile_1CPT_SQYD
121949,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450),1CPT,Carpet Tile,62.22,SQYD,69.67,Carpet_Tile_1CPT_SQYD
122426,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",1000028116,"Mannington Commercial\Static Echo\Absorb 91352- 12"" X 36""  Infinity 2 Backing",1CPT,Carpet Tile,1042,SQYD,1465.73,Carpet_Tile_1CPT_SQYD
122490,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,149.31,SQYD,285.66,Carpet_Tile_1CPT_SQYD
122530,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,208.1,SQYD,215.68,Carpet_Tile_1CPT_SQYD
122550,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191436-003,Shaw Contract Purpose Tile (5T209) Multi Level Pattern Loop 24in x 24in - Nocturne (08557),1CPT,Carpet Tile,160,SQYD,193.83,Carpet_Tile_1CPT_SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009598,Shaw Collaboration Tile (5T497) 9in x 36in Influence (97855),1CPT,Carpet Tile,160,SQYD,1329.16,Carpet_Tile_1CPT_SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009597,Shaw Collaboration Tile (5T497) 9in x 36in Contribute (97500),1CPT,Carpet Tile,150,SQYD,1329.16,Carpet_Tile_1CPT_SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009599,Shaw Collaboration Tile (5T497) 9in x 36in Influence Others (97555),1CPT,Carpet Tile,200,SQYD,1329.16,Carpet_Tile_1CPT_SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009599,Shaw Collaboration Tile (5T497) 9in x 36in Influence Others (97555),1CPT,Carpet Tile,60,SQYD,1329.16,Carpet_Tile_1CPT_SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009598,Shaw Collaboration Tile (5T497) 9in x 36in Influence (97855),1CPT,Carpet Tile,55,SQYD,1329.16,Carpet_Tile_1CPT_SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009597,Shaw Collaboration Tile (5T497) 9in x 36in Contribute (97500),1CPT,Carpet Tile,200,SQYD,1329.16,Carpet_Tile_1CPT_SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009599,Shaw Collaboration Tile (5T497) 9in x 36in Influence Others (97555),1CPT,Carpet Tile,200,SQYD,1329.16,Carpet_Tile_1CPT_SQYD
123036,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",182634-019,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Mystik Grey (81515),1CPT,Carpet Tile,37.31,SQYD,50.72,Carpet_Tile_1CPT_SQYD
123260,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",197083-007,Shaw Patcraft Etched (I0512) Multi Level Pattern Loop 12in x 48in - Artfully Rusted (00525),1CPT,Carpet Tile,47.97,SQYD,78.93,Carpet_Tile_1CPT_SQYD
123372,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",205932-002,Shaw Contract Habitat (5T390) Undefined 36.00in x 9.00in - Still (88481),1CPT,Carpet Tile,25,SQYD,57,Carpet_Tile_1CPT_SQYD
123410,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,214600-001,Milliken Custom Strikeoff SDN106946 (SDN106946) Undefined 50cm x 50cm - CUSTOM (SDN106946),1CPT,Carpet Tile,90.3,SQYD,133.04,Carpet_Tile_1CPT_SQYD
123586,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,199641-005,Mohawk Urban Transit Tile (GT414) Tufted Textured Pattern Loop 12in x 36in - Idyllic (959),1CPT,Carpet Tile,74.66,SQYD,70.18,Carpet_Tile_1CPT_SQYD
123939,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000028535,MOHAWK INDOOR OUTDOOR CARPET\PUMA\COLOR 999 NIGHT SHADE,1CPT,Carpet Tile,390,SQYD,358.8,Carpet_Tile_1CPT_SQYD
124036,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000016279,TARKETT\04837 ASSERTIVE ACTION\26217 Fusion\ETHOS Backing\24x24,1CPT,Carpet Tile,20,SQYD,39.45,Carpet_Tile_1CPT_SQYD
124136,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,"Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450)   Patcraft Prologis Matrix 804L0, Azurite 00450",1CPT,Carpet Tile,17.78,SQYD,78.03,Carpet_Tile_1CPT_SQYD
124140,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,190604-005,J&J Incognito (7069) Textured Patterned Loop 24in x 24in - Intelligence (1841),1CPT,Carpet Tile,24,SQYD,108.29,Carpet_Tile_1CPT_SQYD
124159,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-002,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Black (07505),1CPT,Carpet Tile,270,SQYD,376.74,Carpet_Tile_1CPT_SQYD
124291,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,192089-012,J&J Passages Modular (7037) Textured Loop 24in x 24in - Trail (2051),1CPT,Carpet Tile,24,SQYD,30.38,Carpet_Tile_1CPT_SQYD
124292,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,192089-012,J&J Passages Modular (7037) Textured Loop 24in x 24in - Trail (2051),1CPT,Carpet Tile,96,SQYD,121.55,Carpet_Tile_1CPT_SQYD
124552,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000028585,Milliken Remix Remastered Backbeat 1m x 1m Traction Back - Vinyl w/ Apple (27-141),1CPT,Carpet Tile,15.55,SQYD,97.18,Carpet_Tile_1CPT_SQYD
124552,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000028585,Milliken Remix Remastered Backbeat 1m x 1m Traction Back - Vinyl w/ Apple (27-141),1CPT,Carpet Tile,17.94,SQYD,97.18,Carpet_Tile_1CPT_SQYD
124709,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,107768,Milliken & Company,199586-002,Milliken Obex Cut (Cut/Thread) Tufted Cut Pile 50cm x 50cm - Grey (TDC27-173),1CPT,Carpet Tile,17.95,SQYD,96.47,Carpet_Tile_1CPT_SQYD
124832,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",180712-009,Shaw Contract Realm EW24 (5T078) Undefined 24in x 24in - Distance (78597),1CPT,Carpet Tile,80,SQYD,191.23,Carpet_Tile_1CPT_SQYD
124930,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,136.34,SQYD,182.16,Carpet_Tile_1CPT_SQYD
124938,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,26.31,SQYD,96.82,Carpet_Tile_1CPT_SQYD
