po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,quantity,invoice_id,invoice_no,uom,comm1,comm2,commodity_group,commoditydescription,old_new,priority,classification,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
51531,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,122034,Engineered Floors LLC,181424-002,Bolyu Intermix (TIMX) Textured Loop Pattern 24in x 24in - Blend (IMX57),88.0,649118,6-3406785,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,326.7,Missing rate,Missing rate,88.0,SQYD
81046,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",148070-010,Shaw Patcraft Work It (I0124) Undefined 12' - Raised Eyebrow (24514),199.0,654911,2350464,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,738.79,Missing rate,Missing rate,199.0,SQYD
85826,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000019776,Shaw Patcraft Matrix 24 x 24 - Azurite (00450),4382.02,632929,2396303,SQYD,100,,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,16268.25,Missing rate,Missing rate,4382.02,SQYD
90283,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121019,"Bentley Mills, Inc.",203628-001,Bentley Rough Idea Shear (8RN240221K) Tufted Tip-Sheared 24in x 24in - Outline (800115),6.0,638612,842659,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,22.27,Missing rate,Missing rate,6.0,SQYD
88868,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,118209,"Flor, Inc.",1000020784,Flor Scenic Route 21-1579-03 50cm x 50cm Glassbac - Chalk/Black,41.86,659150,30529,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,155.41,Missing rate,Missing rate,41.86,SQYD
60364,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,196903-004,Mohawk Enlivened Tile (BT455) Tufted Textured Pattern Multi Colored Loop 24in x 24in - Ecru (958),511.96,661863,C1736973,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1900.65,Missing rate,Missing rate,511.96,SQYD
15499,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,199536-010,Mohawk Faculty Remix (GL154) Unibond Plus 12' - Renewed Blue (575),25.0,660228,C9515906,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,92.81,Missing rate,Missing rate,25.0,SQYD
82924,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000018956,"Patcraft - Run - I0466 - 12in""x 48in"" - Elevation (00525)",239.99,663308,2292584,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,890.96,Missing rate,Missing rate,239.99,SQYD
75812,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,213851-001,Tarkett Sheared Herringbone (G0051) Undefined 24in x 24in - Typset (57203),146.67,662967,8201942582,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,544.51,Missing rate,Missing rate,146.67,SQYD
85032,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",191542-004,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - Flyway (75400),1151.92,666050,2337687,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,4276.5,Missing rate,Missing rate,1151.92,SQYD
80257,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",182896-009,Shaw Contract Saturate (5T109) Multi Level Pattern Loop 9in x 36in - Charcoal (07555),60.0,666178,2337689,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,222.75,Missing rate,Missing rate,60.0,SQYD
93968,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000014667,Shaw (5T315) 9in x 36in Optimistic (05105),350.0,665195,2591890,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1299.38,Missing rate,Missing rate,350.0,SQYD
84936,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121019,"Bentley Mills, Inc.",215894-006,Bentley Shapeshifter II (6ASET4) Tufted Texture Loop 18in x 36in - Proxy (400040),115.0,666147,842051,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,426.94,Missing rate,Missing rate,115.0,SQYD
76013,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",163592-006,Shaw Tile Diffuse (5T419) Multi-Level Pattern Dyed Loop 24in x 24in - Routes (75500),141.0,667373,2161218,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,523.46,Missing rate,Missing rate,141.0,SQYD
95010,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103392,"BPI-Building Plastics, Inc",1000022123,BPI Leadville 20 12x150 Congruent,60.0,661256,858239,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,222.75,Missing rate,Missing rate,60.0,SQYD
80075,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000018115,Shaw Patcraft-Nocturne (I0470)-9in x 36in-Lux (00590),200.0,608583,2282532,SQYD,10,10,10,Carpet Roll,Old Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,742.5,Missing rate,Missing rate,200.0,SQYD
83003,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,1000018900,"Mohawk Reckless (BT353) 24""x 24"" Ecoflex - Leather Jacket (999)",149.38,614303,C2236072,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,554.57,Missing rate,Missing rate,149.38,SQYD
81046,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",148070-010,Shaw Patcraft Work It (I0124) Undefined 12' - Raised Eyebrow (24514),477.56,619855,2361006,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1772.94,Missing rate,Missing rate,477.56,SQYD
83389,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",209897-007,Shaw Contract Welcome II Tile (800P0) Undefined 24in x 24in - Sterling (31557),79.99,632737,2384966,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,296.96,Missing rate,Missing rate,79.99,SQYD
86678,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",191440-006,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Sierra (08761),1093.27,632538,2396301,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,4058.76,Missing rate,Missing rate,1093.27,SQYD
86793,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",201109-009,Shaw Contract Accord (5A253) ClassicBac 12' - Polished Stone (94557),70.0,632955,2396304,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,259.88,Missing rate,Missing rate,70.0,SQYD
82937,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000018956,"Patcraft - Run - I0466 - 12in""x 48in"" - Elevation (00525)",245.33,633165,2407905,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,910.79,Missing rate,Missing rate,245.33,SQYD
86354,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,149687-001,Mohawk-Action Items (2B215) #559/Ocean Port,234.67,670441,C1862215,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,871.21,Missing rate,Missing rate,234.67,SQYD
82708,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,205990-001,Mohawk Renewed Path Tile (BT578) Tufted Textured Pattern Multi Colored Loop 24in x 24in - Deep Sea (559),53.34,681696,C2212822,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,198.02,Missing rate,Missing rate,53.34,SQYD
86801,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,202146-008,Mohawk Draft Point (BT427) Tufted 24in x 24in - Pewter (959),96.0,636309,C2336928,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,356.4,Missing rate,Missing rate,96.0,SQYD
85116,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,176354-016,Lees Faculty Remix EcoFlex ICT (GT154) Textured Multi Colored Loop 24in x 24in - Keen Gray (978),504.0,647096,C2388721,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1871.1,Missing rate,Missing rate,504.0,SQYD
91582,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,197181-005,Mohawk Academic View Tile (BT433) Tufted Textured Multi Colored Loop 24in x 24in - Ecru (958),138.66,653735,C2427783,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,514.78,Missing rate,Missing rate,138.66,SQYD
90514,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,197181-005,Mohawk Academic View Tile (BT433) Tufted Textured Multi Colored Loop 24in x 24in - Ecru (958),224.0,656151,C2440863,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,831.6,Missing rate,Missing rate,224.0,SQYD
87667,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,206662-005,Mohawk Field of View Dark (GT449) Tufted Textured Pattern Multi Colored Loop 12in x 36in - Nuance Dark (868),844.58,658728,C2453682,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,3135.5,Missing rate,Missing rate,844.58,SQYD
91552,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,192526-008,Mohawk Mindful 26 (BQ396) Weldlok 12' - Hickory (869),20.0,663927,C2479385,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,74.25,Missing rate,Missing rate,20.0,SQYD
87674,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",146093-011,Shaw Patcraft Scholastic II 26 (I0120) ClassicBac 12' - Undergraduate (00572),62.0,633847,2429577,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,230.17,Missing rate,Missing rate,62.0,SQYD
98859,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000014667,Shaw (5T315) 9in x 36in Optimistic (05105),430.0,685685,2659951,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1596.38,Missing rate,Missing rate,430.0,SQYD
98859,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000023109,Shaw Contract-Source (5T315)-Multi Level Pattern Loop-9in x 36in-Springs (05440),155.0,685685,2659951,SQYD,100,,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,575.44,Missing rate,Missing rate,155.0,SQYD
65395,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",201109-007,Shaw Contract Accord (5A253) ClassicBac 12' - Steel Grey (94530),126.0,687956,9823895,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,467.77,Missing rate,Missing rate,126.0,SQYD
75752,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121019,"Bentley Mills, Inc.",1000002993,Bentley-Himitsu San (6AHS20)-Afirma II Hardback-18in x 36in-Classified (403763),139.5,660754,844063,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,517.89,Missing rate,Missing rate,139.5,SQYD
87774,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121019,"Bentley Mills, Inc.",1000020246,Bentley Windfall 6WFT2 18x36 400841 By A Nose,361.0,688892,844159,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1340.21,Missing rate,Missing rate,361.0,SQYD
98090,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,102775,"Interface Americas, Inc.",1000004254,Interface-Panola Mountain-50cm x 50cm-Blush Lichen (107299),17.94,677869,2520058,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,66.6,Missing rate,Missing rate,17.94,SQYD
86328,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121019,"Bentley Mills, Inc.",1000008782,Bentley Camera Ready (6CRT20) Luxfelt Cushion 18x36 Whisper (400085),1985.0,692325,845846,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,7369.31,Missing rate,Missing rate,1985.0,SQYD
87188,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,214727-001,Mohawk Bark Community (GT473) Textured Patterned Multi Colored Loop 12in x 36in - Bark (858),74.65,695957,C2350700,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,277.14,Missing rate,Missing rate,74.65,SQYD
87188,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,1000019910,Mohawk Micro Bloom II (GT475) 12x36 EcoFlex One - Jewel Leaf Bark (856),60.66,695957,C2350700,SQFT,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQFT,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,25.02,Missing rate,Missing rate,6.74,SQFT
87188,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,1000019904,Mohawk Macro Bloom II (GT474) 12x36 EcoFlex One - Jewel Leaf Bark (856),55.99,695957,C2350700,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,207.86,Missing rate,Missing rate,55.99,SQYD
98115,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,1000022915,Mohawk Motivated Movement	GT465 24x24 566 Tennelli,240.0,692800,C2590143,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,891.0,Missing rate,Missing rate,240.0,SQYD
98118,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,1000022915,Mohawk Motivated Movement	GT465 24x24 566 Tennelli,120.0,692799,C2590144,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,445.5,Missing rate,Missing rate,120.0,SQYD
86686,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,1000019657,Mohawk Collective Harmony (BC639) 12 ft Weldlok- Silver Lining (939),540.0,692807,C2590147,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,2004.75,Missing rate,Missing rate,540.0,SQYD
91547,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",191649-005,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Philosphy (00700),4.0,656033,2545918,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,14.85,Missing rate,Missing rate,4.0,SQYD
100725,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",176439-005,Shaw Contract Prime BL (5A189) 12' - Perfect Charcoal (88505),1270.0,702561,2781381,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,4714.88,Missing rate,Missing rate,1270.0,SQYD
101327,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,108164,"Mannington Mills, Inc.",1000023593,Mannington Self Assembly Aran 12 x 48 34730 Cast-On,205.0,704237,98743762,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,761.06,Missing rate,Missing rate,205.0,SQYD
103493,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",207360-006,Shaw Philadelphia Forma (54948) Multi Level Pattern Loop 24in x 24in - Relation (00500),17.78,700988,2793810,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,66.01,Missing rate,Missing rate,17.78,SQYD
86359,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,149687-001,Mohawk-Action Items (2B215) - #559/Ocean Post,42.67,706850,C1862216,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,158.41,Missing rate,Missing rate,42.67,SQYD
96867,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,187842-004,Tandus Assertive Action (04837) Powerbond Cushion 6' - Chromium (26201),45.0,698440,8201972243,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,167.06,Missing rate,Missing rate,45.0,SQYD
103360,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,122034,Engineered Floors LLC,1000018471,Engineered Floors-Pentz Rouge 12'-Marauder (3091),203.0,703820,1-3637387,SQYD,10,10,10,Carpet Roll,Old Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,753.64,Missing rate,Missing rate,203.0,SQYD
97236,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,196312-004,Mohawk Framed Structure Tile (BT436) Tufted Textured Patterned Loop 24in x 24in - Steel (937),309.33,710153,C2613246,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1148.39,Missing rate,Missing rate,309.33,SQYD
